"","file","word","n","total","tf","idf","tf_idf","class"
"52","response_11","but",1,60,0.0166666666666667,2.07944154167984,0.0346573590279973,"not_flagged"
"53","response_11","campingsurfing",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"54","response_11","car",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"55","response_11","day",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"56","response_11","every",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"57","response_11","feel",1,60,0.0166666666666667,2.99573227355399,0.0499288712258998,"not_flagged"
"58","response_11","for",2,60,0.0333333333333333,1.43758765550744,0.0479195885169147,"not_flagged"
"59","response_11","friend",1,60,0.0166666666666667,1.33750419695046,0.022291736615841,"not_flagged"
"60","response_11","from",1,60,0.0166666666666667,2.43611648561857,0.0406019414269761,"not_flagged"
"61","response_11","helped",1,60,0.0166666666666667,1.67397643357167,0.0278996072261945,"not_flagged"
"62","response_11","his",1,60,0.0166666666666667,2.43611648561857,0.0406019414269761,"not_flagged"
"63","response_11","i",1,60,0.0166666666666667,0.470003629245736,0.00783339382076226,"not_flagged"
"64","response_11","it",1,60,0.0166666666666667,1.43758765550744,0.0239597942584574,"not_flagged"
"65","response_11","just",1,60,0.0166666666666667,2.18480205733766,0.0364133676222944,"not_flagged"
"66","response_11","losing",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"67","response_11","more",1,60,0.0166666666666667,2.59026716544583,0.0431711194240971,"not_flagged"
"68","response_11","of",2,60,0.0333333333333333,0.980829253011726,0.0326943084337242,"not_flagged"
"69","response_11","off",1,60,0.0166666666666667,3.28341434600577,0.0547235724334295,"not_flagged"
"70","response_11","on",1,60,0.0166666666666667,2.30258509299405,0.0383764182165674,"not_flagged"
"71","response_11","others",1,60,0.0166666666666667,3.28341434600577,0.0547235724334295,"not_flagged"
"72","response_11","packed",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"73","response_11","parents",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"74","response_11","part",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"75","response_11","physical",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"76","response_11","picked",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"77","response_11","problem",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"78","response_11","the",3,60,0.05,1.16315080980568,0.058157540490284,"not_flagged"
"79","response_11","them",1,60,0.0166666666666667,1.89711998488588,0.0316186664147647,"not_flagged"
"80","response_11","took",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"81","response_11","up",2,60,0.0333333333333333,1.89711998488588,0.0632373328295294,"not_flagged"
"82","response_11","verge",1,60,0.0166666666666667,4.38202663467388,0.0730337772445647,"not_flagged"
"83","response_11","was",1,60,0.0166666666666667,1.01473080468741,0.0169121800781235,"not_flagged"
"84","response_11","week",3,60,0.05,4.38202663467388,0.219101331733694,"not_flagged"
"85","response_11","went",1,60,0.0166666666666667,2.77258872223978,0.0462098120373297,"not_flagged"
"86","response_11","were",1,60,0.0166666666666667,3.28341434600577,0.0547235724334295,"not_flagged"
"87","response_11","who",1,60,0.0166666666666667,2.07944154167984,0.0346573590279973,"not_flagged"
"88","response_11","work",1,60,0.0166666666666667,3.68887945411394,0.0614813242352323,"not_flagged"
"89","response_12","alone",1,22,0.0454545454545455,3.28341434600577,0.149246106636626,"flagged"
"90","response_12","and",1,22,0.0454545454545455,0.644357016390513,0.0292889552904779,"flagged"
"91","response_12","anniversary",1,22,0.0454545454545455,4.38202663467388,0.199183028848813,"flagged"
"92","response_12","father",1,22,0.0454545454545455,4.38202663467388,0.199183028848813,"flagged"
"93","response_12","friends",1,22,0.0454545454545455,1.20397280432594,0.0547260365602698,"flagged"
"94","response_12","give",1,22,0.0454545454545455,3.28341434600577,0.149246106636626,"flagged"
"95","response_12","hes",1,22,0.0454545454545455,3.68887945411394,0.167676338823361,"flagged"
"96","response_12","him",2,22,0.0909090909090909,1.81707727721234,0.16518884338294,"flagged"
"97","response_12","i",1,22,0.0454545454545455,0.470003629245736,0.0213638013293516,"flagged"
"98","response_12","memorial",1,22,0.0454545454545455,4.38202663467388,0.199183028848813,"flagged"
"99","response_12","my",1,22,0.0454545454545455,0.948039430188735,0.0430927013722152,"flagged"
"100","response_12","not",1,22,0.0454545454545455,2.59026716544583,0.117739416611174,"flagged"
"101","response_12","of",1,22,0.0454545454545455,0.980829253011726,0.0445831478641694,"flagged"
"102","response_12","on",1,22,0.0454545454545455,2.30258509299405,0.104662958772457,"flagged"
"103","response_12","remind",1,22,0.0454545454545455,4.38202663467388,0.199183028848813,"flagged"
"104","response_12","support",1,22,0.0454545454545455,3.28341434600577,0.149246106636626,"flagged"
"105","response_12","that",1,22,0.0454545454545455,1.49165487677772,0.0678024943989871,"flagged"
"106","response_12","the",1,22,0.0454545454545455,1.16315080980568,0.0528704913548037,"flagged"
"107","response_12","to",1,22,0.0454545454545455,0.531879032963823,0.0241763196801738,"flagged"
"108","response_12","was",1,22,0.0454545454545455,1.01473080468741,0.0461241274857913,"flagged"
"109","response_12","with",1,22,0.0454545454545455,1.16315080980568,0.0528704913548037,"flagged"
"110","response_13","always",1,6,0.166666666666667,2.43611648561857,0.406019414269761,"not_flagged"
"111","response_13","anxious",1,6,0.166666666666667,4.38202663467388,0.730337772445647,"not_flagged"
"112","response_13","girlfriend",1,6,0.166666666666667,3.28341434600577,0.547235724334295,"not_flagged"
"113","response_13","help",1,6,0.166666666666667,1.98413136187551,0.330688560312585,"not_flagged"
"114","response_13","my",1,6,0.166666666666667,0.948039430188735,0.158006571698123,"not_flagged"
"115","response_13","needs",1,6,0.166666666666667,3.68887945411394,0.614813242352323,"not_flagged"
"116","response_14","never",1,1,1,2.99573227355399,2.99573227355399,"not_flagged"
"117","response_15","a",1,4,0.25,0.826678573184468,0.206669643296117,"not_flagged"
"118","response_15","as",1,4,0.25,1.54881329061767,0.387203322654416,"not_flagged"
"119","response_15","mom",1,4,0.25,3.68887945411394,0.922219863528484,"not_flagged"
"120","response_15","you",1,4,0.25,2.59026716544583,0.647566791361457,"not_flagged"
"121","response_16","a",1,16,0.0625,0.826678573184468,0.0516674108240292,"flagged"
"122","response_16","cuttersuicidal",1,16,0.0625,4.38202663467388,0.273876664667118,"flagged"
"123","response_16","dying",1,16,0.0625,4.38202663467388,0.273876664667118,"flagged"
"124","response_16","ex",1,16,0.0625,3.68887945411394,0.230554965882121,"flagged"
"125","response_16","gf",1,16,0.0625,3.28341434600577,0.205213396625361,"flagged"
"126","response_16","got",1,16,0.0625,2.99573227355399,0.187233267097124,"flagged"
"127","response_16","her",2,16,0.125,1.54881329061767,0.193601661327208,"flagged"
"128","response_16","inside",1,16,0.0625,4.38202663467388,0.273876664667118,"flagged"
"129","response_16","issues",1,16,0.0625,2.43611648561857,0.152257280351161,"flagged"
"130","response_16","of",1,16,0.0625,0.980829253011726,0.0613018283132329,"flagged"
"131","response_16","out",1,16,0.0625,2.43611648561857,0.152257280351161,"flagged"
"132","response_16","own",1,16,0.0625,2.99573227355399,0.187233267097124,"flagged"
"133","response_16","slowly",1,16,0.0625,4.38202663467388,0.273876664667118,"flagged"
"134","response_16","was",1,16,0.0625,1.01473080468741,0.063420675292963,"flagged"
"135","response_16","while",1,16,0.0625,2.77258872223978,0.173286795139986,"flagged"
"136","response_17","advise",1,12,0.0833333333333333,4.38202663467388,0.365168886222823,"not_flagged"
"137","response_17","circumstances",1,12,0.0833333333333333,4.38202663467388,0.365168886222823,"not_flagged"
"138","response_17","faced",1,12,0.0833333333333333,3.68887945411394,0.307406621176161,"not_flagged"
"139","response_17","friends",1,12,0.0833333333333333,1.20397280432594,0.100331067027161,"not_flagged"
"140","response_17","have",2,12,0.166666666666667,1.54881329061767,0.258135548436278,"not_flagged"
"141","response_17","helped",1,12,0.0833333333333333,1.67397643357167,0.139498036130973,"not_flagged"
"142","response_17","i",1,12,0.0833333333333333,0.470003629245736,0.0391669691038113,"not_flagged"
"143","response_17","mine",1,12,0.0833333333333333,4.38202663467388,0.365168886222823,"not_flagged"
"144","response_17","similar",1,12,0.0833333333333333,3.28341434600577,0.273617862167148,"not_flagged"
"145","response_17","to",1,12,0.0833333333333333,0.531879032963823,0.0443232527469852,"not_flagged"
"146","response_17","who",1,12,0.0833333333333333,2.07944154167984,0.173286795139986,"not_flagged"
"147","response_18","before",1,5,0.2,2.77258872223978,0.554517744447956,"not_flagged"
"148","response_18","friends",1,5,0.2,1.20397280432594,0.240794560865187,"not_flagged"
"149","response_18","helped",1,5,0.2,1.67397643357167,0.334795286714334,"not_flagged"
"150","response_18","ive",1,5,0.2,2.77258872223978,0.554517744447956,"not_flagged"
"151","response_18","out",1,5,0.2,2.43611648561857,0.487223297123714,"not_flagged"
"152","response_19","a",2,17,0.117647058823529,0.826678573184468,0.0972563027275845,"not_flagged"
"153","response_19","and",1,17,0.0588235294117647,0.644357016390513,0.0379033539053243,"not_flagged"
"154","response_19","better",1,17,0.0588235294117647,2.77258872223978,0.163093454249399,"not_flagged"
"155","response_19","feel",1,17,0.0588235294117647,2.99573227355399,0.176219545503176,"not_flagged"
"156","response_19","friend",1,17,0.0588235294117647,1.33750419695046,0.078676717467674,"not_flagged"
"157","response_19","girl",1,17,0.0588235294117647,2.77258872223978,0.163093454249399,"not_flagged"
"158","response_19","her",2,17,0.117647058823529,1.54881329061767,0.182213328307961,"not_flagged"
"159","response_19","is",1,17,0.0588235294117647,2.43611648561857,0.143300969742269,"not_flagged"
"160","response_19","just",1,17,0.0588235294117647,2.18480205733766,0.128517768078686,"not_flagged"
"161","response_19","make",1,17,0.0588235294117647,3.28341434600577,0.193142020353281,"not_flagged"
"162","response_19","talk",1,17,0.0588235294117647,1.98413136187551,0.116713609522089,"not_flagged"
"163","response_19","that",1,17,0.0588235294117647,1.49165487677772,0.0877444045163363,"not_flagged"
"164","response_19","to",2,17,0.117647058823529,0.531879032963823,0.0625740038780968,"not_flagged"
"165","response_19","tryin",1,17,0.0588235294117647,4.38202663467388,0.257766272627875,"not_flagged"
"166","response_2","a",1,25,0.04,0.826678573184468,0.0330671429273787,"flagged"
"167","response_2","about",1,25,0.04,1.67397643357167,0.0669590573428669,"flagged"
"168","response_2","addiction",1,25,0.04,3.28341434600577,0.131336573840231,"flagged"
"169","response_2","and",2,25,0.08,0.644357016390513,0.0515485613112411,"flagged"
"170","response_2","depressed",1,25,0.04,3.68887945411394,0.147555178164557,"flagged"
"171","response_2","friend",1,25,0.04,1.33750419695046,0.0535001678780183,"flagged"
"172","response_2","had",1,25,0.04,1.89711998488588,0.0758847993954353,"flagged"
"173","response_2","him",1,25,0.04,1.81707727721234,0.0726830910884938,"flagged"
"174","response_2","his",2,25,0.08,2.43611648561857,0.194889318849485,"flagged"
"175","response_2","how",1,25,0.04,2.59026716544583,0.103610686617833,"flagged"
"176","response_2","it",1,25,0.04,1.43758765550744,0.0575035062202977,"flagged"
"177","response_2","life",1,25,0.04,2.59026716544583,0.103610686617833,"flagged"
"178","response_2","making",1,25,0.04,3.68887945411394,0.147555178164557,"flagged"
"179","response_2","me",1,25,0.04,1.74296930505862,0.0697187722023449,"flagged"
"180","response_2","mental",1,25,0.04,3.68887945411394,0.147555178164557,"flagged"
"181","response_2","open",1,25,0.04,2.99573227355399,0.11982929094216,"flagged"
"182","response_2","over",1,25,0.04,2.77258872223978,0.110903548889591,"flagged"
"183","response_2","taking",1,25,0.04,4.38202663467388,0.175281065386955,"flagged"
"184","response_2","to",2,25,0.08,0.531879032963823,0.0425503226371058,"flagged"
"185","response_2","up",1,25,0.04,1.89711998488588,0.0758847993954353,"flagged"
"186","response_2","was",1,25,0.04,1.01473080468741,0.0405892321874963,"flagged"
"187","response_2","weed",1,25,0.04,4.38202663467388,0.175281065386955,"flagged"
"188","response_20","and",1,21,0.0476190476190476,0.644357016390513,0.0306836674471673,"not_flagged"
"189","response_20","are",1,21,0.0476190476190476,2.77258872223978,0.132028034392371,"not_flagged"
"190","response_20","can",1,21,0.0476190476190476,2.77258872223978,0.132028034392371,"not_flagged"
"191","response_20","concern",1,21,0.0476190476190476,4.38202663467388,0.208667934984471,"not_flagged"
"192","response_20","dealing",1,21,0.0476190476190476,2.99573227355399,0.142653917788285,"not_flagged"
"193","response_20","dialog",1,21,0.0476190476190476,4.38202663467388,0.208667934984471,"not_flagged"
"194","response_20","expressing",1,21,0.0476190476190476,4.38202663467388,0.208667934984471,"not_flagged"
"195","response_20","fell",1,21,0.0476190476190476,4.38202663467388,0.208667934984471,"not_flagged"
"196","response_20","for",1,21,0.0476190476190476,1.43758765550744,0.0684565550241639,"not_flagged"
"197","response_20","friends",1,21,0.0476190476190476,1.20397280432594,0.0573320383012351,"not_flagged"
"198","response_20","know",1,21,0.0476190476190476,2.77258872223978,0.132028034392371,"not_flagged"
"199","response_20","letting",1,21,0.0476190476190476,3.28341434600577,0.156353064095513,"not_flagged"
"200","response_20","open",1,21,0.0476190476190476,2.99573227355399,0.142653917788285,"not_flagged"
"201","response_20","openness",1,21,0.0476190476190476,4.38202663467388,0.208667934984471,"not_flagged"
"202","response_20","them",1,21,0.0476190476190476,1.89711998488588,0.0903390468993277,"not_flagged"
"203","response_20","they",2,21,0.0952380952380952,1.89711998488588,0.180678093798655,"not_flagged"
"204","response_20","to",1,21,0.0476190476190476,0.531879032963823,0.0253275729982773,"not_flagged"
"205","response_20","troubles",1,21,0.0476190476190476,3.28341434600577,0.156353064095513,"not_flagged"
"206","response_20","when",1,21,0.0476190476190476,1.67397643357167,0.0797131635034129,"not_flagged"
"207","response_20","with",1,21,0.0476190476190476,1.16315080980568,0.0553881338002705,"not_flagged"
"208","response_21","girlfriends",1,4,0.25,3.68887945411394,0.922219863528484,"not_flagged"
"209","response_21","listening",1,4,0.25,3.28341434600577,0.820853586501443,"not_flagged"
"210","response_21","problems",1,4,0.25,2.59026716544583,0.647566791361457,"not_flagged"
"211","response_21","to",1,4,0.25,0.531879032963823,0.132969758240956,"not_flagged"
"212","response_22","a",1,15,0.0666666666666667,0.826678573184468,0.0551119048789645,"flagged"
"213","response_22","about",1,15,0.0666666666666667,1.67397643357167,0.111598428904778,"flagged"
"214","response_22","after",1,15,0.0666666666666667,2.99573227355399,0.199715484903599,"flagged"
"215","response_22","days",1,15,0.0666666666666667,4.38202663467388,0.292135108978259,"flagged"
"216","response_22","down",1,15,0.0666666666666667,2.77258872223978,0.184839248149319,"flagged"
"217","response_22","few",1,15,0.0666666666666667,3.28341434600577,0.218894289733718,"flagged"
"218","response_22","friend",1,15,0.0666666666666667,1.33750419695046,0.0891669464633639,"flagged"
"219","response_22","her",1,15,0.0666666666666667,1.54881329061767,0.103254219374511,"flagged"
"220","response_22","i",1,15,0.0666666666666667,0.470003629245736,0.031333575283049,"flagged"
"221","response_22","managed",1,15,0.0666666666666667,4.38202663467388,0.292135108978259,"flagged"
"222","response_22","suicide",1,15,0.0666666666666667,3.28341434600577,0.218894289733718,"flagged"
"223","response_22","talk",1,15,0.0666666666666667,1.98413136187551,0.132275424125034,"flagged"
"224","response_22","thinking",1,15,0.0666666666666667,4.38202663467388,0.292135108978259,"flagged"
"225","response_22","to",1,15,0.0666666666666667,0.531879032963823,0.0354586021975882,"flagged"
"226","response_22","was",1,15,0.0666666666666667,1.01473080468741,0.0676487203124938,"flagged"
"227","response_23","a",1,71,0.0140845070422535,0.826678573184468,0.0116433601856967,"flagged"
"228","response_23","about",1,71,0.0140845070422535,1.67397643357167,0.0235771328672066,"flagged"
"229","response_23","allowed",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"230","response_23","and",4,71,0.0563380281690141,0.644357016390513,0.0363018037403106,"flagged"
"231","response_23","anxiety",1,71,0.0140845070422535,2.99573227355399,0.0421934123035773,"flagged"
"232","response_23","as",2,71,0.028169014084507,1.54881329061767,0.0436285433976807,"flagged"
"233","response_23","cope",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"234","response_23","depression",1,71,0.0140845070422535,2.43611648561857,0.0343114997974446,"flagged"
"235","response_23","experiences",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"236","response_23","face",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"237","response_23","faced",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"238","response_23","few",1,71,0.0140845070422535,3.28341434600577,0.0462452724789545,"flagged"
"239","response_23","friends",1,71,0.0140845070422535,1.20397280432594,0.0169573634412104,"flagged"
"240","response_23","get",1,71,0.0140845070422535,2.30258509299405,0.0324307759576626,"flagged"
"241","response_23","gone",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"242","response_23","has",1,71,0.0140845070422535,3.28341434600577,0.0462452724789545,"flagged"
"243","response_23","have",2,71,0.028169014084507,1.54881329061767,0.0436285433976807,"flagged"
"244","response_23","having",2,71,0.028169014084507,3.28341434600577,0.0924905449579091,"flagged"
"245","response_23","help",2,71,0.028169014084507,1.98413136187551,0.0558910242781834,"flagged"
"246","response_23","hits",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"247","response_23","how",1,71,0.0140845070422535,2.59026716544583,0.0364826361330398,"flagged"
"248","response_23","i",2,71,0.028169014084507,0.470003629245736,0.0132395388519926,"flagged"
"249","response_23","important",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"250","response_23","internet",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"251","response_23","is",1,71,0.0140845070422535,2.43611648561857,0.0343114997974446,"flagged"
"252","response_23","issues",1,71,0.0140845070422535,2.43611648561857,0.0343114997974446,"flagged"
"253","response_23","knowledge",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"254","response_23","listening",1,71,0.0140845070422535,3.28341434600577,0.0462452724789545,"flagged"
"255","response_23","me",2,71,0.028169014084507,1.74296930505862,0.0490977269030598,"flagged"
"256","response_23","methods",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"257","response_23","my",2,71,0.028169014084507,0.948039430188735,0.0267053360616545,"flagged"
"258","response_23","myself",1,71,0.0140845070422535,2.99573227355399,0.0421934123035773,"flagged"
"259","response_23","offer",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"260","response_23","on",1,71,0.0140845070422535,2.30258509299405,0.0324307759576626,"flagged"
"261","response_23","other",1,71,0.0140845070422535,2.99573227355399,0.0421934123035773,"flagged"
"262","response_23","people",1,71,0.0140845070422535,1.81707727721234,0.0255926377072161,"flagged"
"263","response_23","personal",1,71,0.0140845070422535,2.99573227355399,0.0421934123035773,"flagged"
"264","response_23","several",1,71,0.0140845070422535,4.38202663467388,0.0617186849954068,"flagged"
"265","response_23","similar",1,71,0.0140845070422535,3.28341434600577,0.0462452724789545,"flagged"
"266","response_23","struggles",1,71,0.0140845070422535,3.68887945411394,0.0519560486494921,"flagged"
"267","response_23","stuff",1,71,0.0140845070422535,2.77258872223978,0.0390505453836589,"flagged"
"268","response_23","talk",1,71,0.0140845070422535,1.98413136187551,0.0279455121390917,"flagged"
"269","response_23","the",2,71,0.028169014084507,1.16315080980568,0.032764811543822,"flagged"
"270","response_23","them",2,71,0.028169014084507,1.89711998488588,0.0534399995742502,"flagged"
"271","response_23","they",2,71,0.028169014084507,1.89711998488588,0.0534399995742502,"flagged"
"272","response_23","this",1,71,0.0140845070422535,2.99573227355399,0.0421934123035773,"flagged"
"273","response_23","through",2,71,0.028169014084507,1.54881329061767,0.0436285433976807,"flagged"
"274","response_23","to",4,71,0.0563380281690141,0.531879032963823,0.0299650159416238,"flagged"
"275","response_23","understand",2,71,0.028169014084507,4.38202663467388,0.123437369990814,"flagged"
"276","response_23","well",1,71,0.0140845070422535,2.77258872223978,0.0390505453836589,"flagged"
"277","response_23","what",1,71,0.0140845070422535,2.77258872223978,0.0390505453836589,"flagged"
"278","response_23","when",2,71,0.028169014084507,1.67397643357167,0.0471542657344133,"flagged"
"279","response_24","adequate",1,37,0.027027027027027,4.38202663467388,0.118433152288483,"not_flagged"
"280","response_24","advice",1,37,0.027027027027027,2.77258872223978,0.0749348303308049,"not_flagged"
"281","response_24","and",5,37,0.135135135135135,0.644357016390513,0.0870752724852045,"not_flagged"
"282","response_24","are",1,37,0.027027027027027,2.77258872223978,0.0749348303308049,"not_flagged"
"283","response_24","be",1,37,0.027027027027027,1.98413136187551,0.0536251719425814,"not_flagged"
"284","response_24","bring",1,37,0.027027027027027,3.68887945411394,0.0996994447057821,"not_flagged"
"285","response_24","feel",2,37,0.0540540540540541,2.99573227355399,0.161931474246162,"not_flagged"
"286","response_24","friends",1,37,0.027027027027027,1.20397280432594,0.0325398055223226,"not_flagged"
"287","response_24","give",1,37,0.027027027027027,3.28341434600577,0.0887409282704263,"not_flagged"
"288","response_24","good",1,37,0.027027027027027,3.68887945411394,0.0996994447057821,"not_flagged"
"289","response_24","having",1,37,0.027027027027027,3.28341434600577,0.0887409282704263,"not_flagged"
"290","response_24","helpful",1,37,0.027027027027027,2.99573227355399,0.0809657371230808,"not_flagged"
"291","response_24","honest",1,37,0.027027027027027,3.68887945411394,0.0996994447057821,"not_flagged"
"292","response_24","i",3,37,0.0810810810810811,0.470003629245736,0.0381084023712759,"not_flagged"
"293","response_24","issues",1,37,0.027027027027027,2.43611648561857,0.0658409860977991,"not_flagged"
"294","response_24","just",1,37,0.027027027027027,2.18480205733766,0.0590487042523693,"not_flagged"
"295","response_24","kind",1,37,0.027027027027027,4.38202663467388,0.118433152288483,"not_flagged"
"296","response_24","make",1,37,0.027027027027027,3.28341434600577,0.0887409282704263,"not_flagged"
"297","response_24","my",1,37,0.027027027027027,0.948039430188735,0.0256226873023983,"not_flagged"
"298","response_24","normal",1,37,0.027027027027027,4.38202663467388,0.118433152288483,"not_flagged"
"299","response_24","sometimes",1,37,0.027027027027027,2.99573227355399,0.0809657371230808,"not_flagged"
"300","response_24","that",1,37,0.027027027027027,1.49165487677772,0.040314996669668,"not_flagged"
"301","response_24","them",2,37,0.0540540540540541,1.89711998488588,0.102547026210048,"not_flagged"
"302","response_24","themselves",1,37,0.027027027027027,3.28341434600577,0.0887409282704263,"not_flagged"
"303","response_24","they",1,37,0.027027027027027,1.89711998488588,0.0512735131050238,"not_flagged"
"304","response_24","to",1,37,0.027027027027027,0.531879032963823,0.0143751089990222,"not_flagged"
"305","response_24","try",1,37,0.027027027027027,2.30258509299405,0.0622320295403796,"not_flagged"
"306","response_24","up",1,37,0.027027027027027,1.89711998488588,0.0512735131050238,"not_flagged"
"307","response_24","with",1,37,0.027027027027027,1.16315080980568,0.0314365083731265,"not_flagged"
"308","response_25","a",1,14,0.0714285714285714,0.826678573184468,0.0590484695131763,"not_flagged"
"309","response_25","as",1,14,0.0714285714285714,1.54881329061767,0.110629520758405,"not_flagged"
"310","response_25","dont",1,14,0.0714285714285714,2.59026716544583,0.18501908324613,"not_flagged"
